id,prediction,loss
328364,3255,2566
328366,3275,2468
328369,4203,6864
328371,7106,7798
328373,1682,1230
328374,2099,1468
328376,4011,5583
328379,2099,1132
328382,3555,5546
328384,1342,1991
328388,1784,1568
328390,1682,1479
328391,2606,2666
328394,1401,718.9
328398,1401,1778
328406,5179,2930
328408,1797,2090
328410,2556,1219
328411,6284,3396
328412,1947,1907
328414,3760,4002
328415,7276,1.232e+04
328419,1002,794.9
328420,1288,515
328425,1093,1781
328426,6504,1.602e+04
328427,1.209e+04,1.332e+04
328435,814.2,790.6
328437,941.8,3082
328438,1288,1502
328439,3255,3049
328441,2011,1250
328444,3507,3475
328448,2556,3175
328451,1078,1438
328452,1419,1246
328453,1801,2698
328454,1411,1104
328457,941.8,872.2
328460,2643,2652
328462,1046,3587
328470,626.8,553.6
328471,4234,5813
328472,1307,683
328476,1201,608
328481,1121,591.4
328483,1906,2034
328484,1121,501.2
328487,874.1,968.4
328488,2748,2411
328492,1557,624.2
328494,2748,2976
328497,3129,5859
328499,1557,3248
328503,2643,2772
328505,1318,901.7
328508,5179,5313
328514,1288,2141
328525,1725,2827
328529,6759,7940
328530,1249,618.5
328533,2318,3311
328543,1682,847.6
328546,5470,6006
328547,1445,1510
328548,1288,1644
328552,1401,4878
328553,900.1,799.5
328556,2556,5813
328558,1801,6133
328561,4470,2315
328567,1002,1095
328568,2556,2406
328570,1761,1876
328571,2556,2079
328574,1505,1646
328577,1.097e+04,1.095e+04
328581,1238,1224
328589,1853,1246
328591,1093,891.4
328592,957.5,735
328594,1002,1084
328607,2099,1315
328611,742.4,342.7
328614,2887,3056
328615,4263,2737
328616,1093,1016
328618,4966,2678
328622,1784,2984
328624,1603,794.6
328625,1201,911.1
328627,1179,1092
328634,3435,4172
328642,2246,1834
328644,2224,3399
328649,8467,8160
328650,6759,3595
328651,795.9,1041
328657,1505,1756
328662,1906,3391
328668,1321,2806
328673,874.1,540.4
328676,1819,3269
328677,1238,1996
328683,1054,621.8
328687,2011,2620
328688,1947,6688
328701,780.1,1458
328706,2200,2640
328708,957.5,1337
328709,1201,1247
328711,957.5,870.3
328713,3909,8682
328715,4263,3675
328719,1455,940.1
328720,3435,3429
328723,1288,1527
328726,1179,3618
328728,1445,853.2
328730,1201,2622
328732,1093,1119
328737,1262,649.1
328738,1725,1724
328739,1514,1189
328741,1947,4918
328742,2372,992.2
328748,1093,3699
328764,6089,4552
328766,2011,2165
328767,4804,4426
328769,1093,1349
328771,2887,3548
328774,1045,780
328777,2372,2289
328778,2011,1272
328779,2099,1140
328783,874.1,1092
328793,3255,3009
328794,5319,5945
328795,3435,2681
328805,4828,3761
328810,2099,1344
328815,2011,367.1
328816,5564,8546
328817,4470,5098
328819,900.1,707.3
328820,2762,1604
328821,1121,821.1
328825,1603,2267
328826,2200,2441
328829,3011,1426
328830,1682,594.2
328831,1411,735.3
328832,2815,2498
328837,1725,1793
328840,1947,1984
328841,2748,2026
328842,2372,2643
328844,4443,6546
328847,3435,4774
328850,3435,2603
328852,1761,4311
328853,2874,1898
328855,4011,6471
328857,800.9,1830
328858,1505,1691
328864,1603,1698
328865,6002,8426
328869,1419,2043
328874,2372,5161
328875,2887,2033
328878,1603,3310
328882,1943,2386
328886,1603,1329
328893,8446,6155
328896,3760,5399
328898,1891,1459
328900,6284,2839
328904,1943,1288
328919,1760,535.9
328924,6759,5317
328925,2556,2366
328926,1947,1864
328928,2556,1002
328930,7106,1.302e+04
328931,1480,749.2
328933,1318,1381
328938,1760,1429
328939,4822,6229
328942,1505,3412
328944,1093,1616
328947,1084,1299
328951,1411,2237
328952,1288,3808
328953,1288,1328
328959,8446,4397
328961,1655,644.6
328965,1591,2008
328966,4822,5252
328970,900.1,2549
328974,1603,1912
328975,4828,3615
328976,1165,1894
328979,1342,1589
328983,1455,722.5
328985,1514,2061
328986,1404,1468
328988,2372,3323
328992,2246,4254
328995,1455,954.4
329000,795.9,509.8
329002,1695,5184
329004,1249,2553
329006,1760,542.3
329010,2011,3066
329016,5483,5218
329017,2200,1377
329022,1179,1982
329033,900.1,1065
329036,1288,1682
329042,923.4,1161
329046,1784,2301
329048,2317,1285
329053,4011,5068
329057,1947,2835
329058,1411,1506
329060,1249,1743
329061,1455,2059
329062,7821,1.987e+04
329064,1093,762
329068,5564,4894
329069,3435,4362
329070,4804,5843
329073,3275,3787
329077,5319,1040
329082,1.077e+04,1.082e+04
329083,2011,1840
329084,1002,1221
329085,2462,3150
329088,1891,1201
329090,1455,491.7
329102,2556,4229
329104,4234,5037
329105,1121,3569
329111,829.1,689.1
329120,1947,833.7
329121,8446,8199
329127,1179,1252
329131,1455,1021
329136,1093,998.3
329137,1179,1400
329138,2169,1183
329139,1084,1210
329140,2556,3243
329141,5319,1.257e+04
329142,1121,1459
329143,3275,2306
329146,900.1,763.6
329147,3435,5147
329155,4470,3932
329156,4115,4618
329160,2887,3593
329162,1093,2530
329166,3011,1088
329168,1480,1827
329169,1797,2210
329170,1523,1602
329172,1411,1814
329173,4203,5440
329174,2815,4006
329180,7350,8344
329183,1568,1542
329188,1238,3141
329189,2372,980.6
329191,1.209e+04,2.208e+04
329192,2887,1489
329194,2099,286.9
329195,1603,1604
329200,1761,2914
329202,1603,1813
329207,1.31e+04,2.973e+04
329210,2372,1487
329212,4937,5256
329214,1344,635.5
329216,2815,2452
329221,1863,1324
329227,4011,7897
329229,1761,616.9
329230,2011,6021
329232,1906,1019
329235,5057,6420
329236,6089,4458
329237,1121,1009
329238,3435,3219
329247,761.3,666.2
329250,1105,1166
329251,4937,7110
329253,4115,3866
329254,2224,957.3
329255,1725,2706
329256,1455,1243
329258,1455,814.8
329263,2606,3270
329264,1725,860.5
329266,3275,2483
329267,3255,2877
329268,1505,617.8
329269,1760,1795
329273,1603,1376
329274,3011,3840
329280,961.4,821.4
329289,3555,4078
329290,1404,1598
329292,1318,1865
329302,6089,5217
329309,3435,4837
329313,1.077e+04,1.134e+04
329318,2556,2692
329319,1342,2867
329321,1662,931.2
329322,829.1,884.2
329323,1523,2988
329324,874.1,869.3
329328,2748,1535
329339,957.5,893.2
329340,1514,2124
329342,7276,7775
329345,2762,1336
329350,1695,3482
329351,4115,626.4
329353,2224,1572
329357,4937,5429
329358,2099,1417
329364,1514,698.1
329369,2462,2025
329373,3129,1.318e+04
329376,1179,873.3
329383,5483,5278
329386,1236,2274
329387,2372,2622
329402,4443,4154
329407,4470,4323
329409,1121,945.9
329414,3507,2126
329417,957.5,621.8
329426,1131,1568
329427,1591,1147
329434,3613,7922
329435,874.1,848.1
329440,3011,3308
329449,1249,814
329452,1725,1697
329457,5470,7706
329458,1291,1320
329459,1084,2684
329461,2748,2989
329463,1523,1325
329465,4470,4747
329466,1121,695.3
329469,2296,1109
329472,3011,6674
329473,7821,4383
329474,4937,5827
329476,1084,607.3
329478,961.4,1415
329479,2246,747.7
329482,1523,1918
329483,7680,80
329486,6284,6902
329487,1947,1110
329488,1121,1171
329492,2748,3327
329498,3129,4054
329504,957.5,1297
329506,1445,1282
329507,2099,1508
329508,800.9,560.5
329514,1682,1480
329515,5564,7672
329518,1682,720.3
329520,4777,1.203e+04
329521,4011,3816
329522,1012,620.8
329523,1.02e+04,5854
329524,3308,8110
329527,3435,2148
329530,1288,1196
329535,2606,1046
329537,1947,741.4
329538,2224,3445
329539,3011,3763
329540,1797,779.2
329542,829.1,516
329543,6089,4102
329545,2748,4567
329546,1238,1019
329547,6089,5748
329551,4234,2058
329556,3255,5579
329557,3308,2224
329563,1906,1081
329573,4470,3536
329575,1947,5008
329577,4234,1.175e+04
329578,819,694.8
329579,2748,5041
329584,1725,1069
329590,2701,3953
329592,3011,3314
329595,1906,5874
329599,961.4,748.4
329600,7426,1.378e+04
329601,2748,579.9
329604,1411,3146
329610,1002,872.5
329612,1591,335
329613,1318,1135
329615,1725,1384
329616,1523,792.6
329617,1404,2482
329622,1557,2720
329632,4203,5941
329633,626.8,793.2
329639,3275,2197
329641,4011,5241
329648,2748,2454
329650,3435,4477
329656,2011,851
329659,1238,1303
329661,2815,2947
329662,2372,2439
329671,2643,2316
329677,6284,7018
329678,2748,2967
329679,2643,2218
329680,1557,2693
329681,1891,1130
329684,761.3,773.7
329690,1046,889.4
329696,1342,1434
329698,2099,1821
329700,1801,830.9
329705,1179,1231
329707,2099,5386
329714,2556,2209
329717,1943,3969
329720,2372,8556
329728,1725,1841
329730,1797,777.1
329732,1455,993.7
329733,1249,1079
329734,1084,891
329735,2200,2677
329739,2887,2488
329740,1249,745.2
329743,3435,2571
329746,1784,6247
329749,1321,1490
329754,1249,1715
329760,2874,2356
329761,3760,1919
329763,1318,1201
329774,1201,1641
329776,929.9,512.7
329778,7680,1841
329781,5667,9581
329784,1084,916.6
329785,1682,1829
329790,1760,2421
329792,2556,1887
329795,2556,3881
329798,2606,4479
329799,1121,1767
329809,1761,1804
329812,2887,2503
329813,2762,2562
329818,1682,1866
329820,1288,869.4
329822,706.8,679.6
329825,1.02e+04,1.004e+04
329830,2884,3676
329831,4011,1737
329834,3613,5142
329836,2740,2360
329837,1682,830.3
329845,4004,1.216e+04
329847,929.9,726.4
329852,4443,1239
329853,1318,3319
329854,876,646.6
329857,2701,2894
329864,1906,1906
329865,1853,627.4
329866,1853,2880
329867,1321,4438
329868,2815,3714
329869,2318,6862
329872,3757,3205
329873,706.8,905.6
329876,1505,2727
329878,7821,4651
329879,1002,714.2
329882,2296,3506
329886,1201,2695
329889,1559,694.3
329893,1514,2618
329895,2887,2062
329897,1819,774
329900,3613,4026
329909,1165,1516
329911,1121,832.4
329917,7350,6601
329930,4263,8436
329931,1557,635.6
329939,5589,1.205e+04
329941,929.9,477.2
329957,829.1,775.5
329958,2011,3841
329959,3760,5135
329960,1725,2103
329962,4263,4376
329968,1165,1162
329971,2556,8487
329972,2099,1408
329974,1249,578.3
329976,3011,3101
329982,3613,3600
329983,1179,1488
329985,1505,2728
329986,2606,1217
330003,1801,1335
330005,4470,8810
330009,1404,932.7
330017,1784,1240
330020,1.209e+04,1.024e+04
330023,1165,227
330025,1603,1712
330032,1655,1456
330037,1.832e+04,1.148e+04
330041,2606,7839
330046,1947,2442
330047,5667,3548
330051,1297,1377
330053,1179,1111
330055,1523,1092
330056,1725,1530
330057,1321,2223
330061,8467,4608
330068,961.4,1242
330073,941.8,703.6
330076,2462,2230
330077,6759,1.028e+04
330080,1321,1599
330081,2643,1800
330082,1297,618.8
330083,5470,4321
330087,1131,1237
330088,2318,5397
330089,4470,7374
330096,2296,2554
330098,1695,1949
330100,4263,8246
330102,3435,1132
330103,1480,930.6
330104,1906,2549
330105,4011,4443
330106,2643,863.5
330107,637.9,1325
330108,3435,5127
330112,1480,1374
330118,1801,4266
330120,1943,1690
330121,2296,1415
330122,1321,1074
330124,1523,377.4
330125,1670,2553
330137,1505,985.6
330138,1603,926.6
330141,841.5,749.5
330142,2887,4680
330143,1480,2076
330154,2556,3635
330162,4828,4505
330163,1523,890.9
330165,3757,5370
330174,1603,2439
330178,1603,1983
330187,7276,9923
330190,4011,4453
330194,1238,2076
330197,2887,1996
330198,2224,4242
330199,1725,1645
330202,3011,3659
330215,1121,1050
330216,2643,1540
330224,1947,1587
330225,2349,3141
330229,800.9,532.3
330232,1760,2942
330241,1568,2391
330243,961.4,2160
330245,1288,841
330247,2099,3342
330248,2556,5806
330251,7106,8730
330253,829.1,756.9
330254,1344,1386
330257,1096,2014
330260,5667,6312
330261,1344,1378
330262,1947,1370
330263,3435,2409
330265,829.1,868.1
330267,1179,968
330268,3555,4467
330269,3507,2889
330270,1505,1835
330274,2126,2944
330275,1318,4517
330276,1121,5173
330277,1853,2104
330278,1165,1471
330287,2815,4004
330298,1321,741.5
330300,1318,1785
330301,1121,580.8
330302,4011,8927
330306,2815,1617
330307,1784,1639
330308,1514,1318
330309,4804,4185
330313,1682,2536
330328,1411,1691
330333,2462,3638
330353,3308,3901
330355,3129,1615
330357,1760,1011
330359,1947,2494
330363,1121,1014
330364,2896,2100
330365,1603,1040
330366,9337,1.032e+04
330367,2011,2886
330373,2317,2509
330380,761.3,638
330381,2099,3177
330389,3555,2648
330390,2887,2061
330391,1179,819
330392,1419,1907
330394,2224,2729
330399,3613,5162
330401,5667,3525
330402,4115,3112
330406,1682,3088
330407,1342,1819
330410,1514,827.2
330424,8446,6095
330427,4004,6124
330429,2372,2945
330431,1419,1230
330433,5589,2912
330437,1002,1794
330438,3129,3645
330439,4470,5111
330443,1853,872.1
330445,3435,3554
330446,3275,5147
330454,2349,611.3
330455,3760,6056
330457,3909,1345
330459,3760,5077
330460,2748,2156
330463,1262,1210
330464,1725,3034
330468,2372,1927
330471,1342,937
330473,5813,5851
330480,3255,5886
330485,4937,5684
330490,3757,6544
330497,1455,1019
330508,3106,5153
330509,1249,2290
330515,1179,1037
330518,3011,4184
330519,2556,3086
330522,900.1,1104
330526,1121,693.1
330527,1404,966.6
330528,2901,2607
330531,5179,3753
330533,1288,1384
330534,2099,3719
330544,1411,4657
330550,1002,1243
330554,3909,930
330557,3757,1982
330558,2246,1527
330561,8446,1.273e+04
330562,3255,1760
330563,1321,807.1
330564,3760,3816
330565,1.144e+04,1.457e+04
330570,6759,9466
330572,2815,3574
330582,1179,682.1
330583,1191,1287
330588,1201,1201
330590,1947,3356
330594,2296,1144
330598,4443,4607
330600,1514,1224
330601,2896,3791
330604,4263,4967
330611,3308,5365
330613,1947,946.1
330615,2099,1242
330621,1179,1027
330622,2011,608.2
330628,1760,1179
330630,1045,979.2
330631,1568,1664
330633,1670,2039
330635,3555,4422
330636,6089,4331
330638,2556,3680
330644,3129,6436
330652,1760,758.6
330653,2884,1470
330654,1853,1141
330655,1559,1481
330656,2643,378.4
330657,2296,2406
330661,4822,4081
330662,3129,1838
330663,2372,1671
330666,2643,1859
330669,4440,4642
330676,2643,4850
330677,1002,1537
330680,3757,5853
330681,3435,4575
330687,4115,1002
330691,1411,1290
330692,4115,4014
330702,1179,947.9
330703,2251,1566
330706,2099,1272
330707,3555,3434
330714,1238,655.8
330716,1288,4688
330718,1288,350
330723,1514,1405
330724,1288,926.9
330727,2099,3847
330732,6089,6971
330734,1943,2378
330736,1603,663.3
330742,4203,9146
330750,1288,805.4
330752,4203,5012
330763,2126,4068
330764,929.9,1158
330766,4440,3900
330767,1603,1413
330776,1344,1433
330788,2372,3160
330789,742.4,1802
330790,5319,6408
330792,1045,1340
330794,2556,1674
330797,961.4,970
330800,2748,3274
330801,961.4,511.7
330804,957.5,677.8
330806,3255,1518
330807,1344,3354
330812,3011,3042
330817,2556,3705
330820,1238,1286
330822,1559,1727
330823,3129,4696
330825,1342,1062
330827,2246,2939
330831,1523,6397
330832,2643,3507
330836,1670,1232
330840,1084,1247
330844,5589,3649
330846,2251,1484
330849,4011,2992
330851,1411,999.2
330853,6284,5525
330855,1084,703.8
330865,3255,3589
330867,1760,677
330868,2099,4038
330874,1249,1075
330881,2246,3084
330889,7821,1.058e+04
330892,1344,4196
330893,3909,2973
330894,1121,1453
330896,795.9,1166
330902,4937,5424
330907,2372,1990
330908,1404,641.6
330915,2887,1475
330917,5199,3999
330919,1321,968.5
330921,7276,3681
330923,1288,1170
330927,1603,1013
330928,2099,1800
330931,5319,6251
330933,2349,2359
330944,1262,1088
330945,1906,2285
330946,683.4,527.5
330947,1523,743.9
330948,7350,4491
330950,3555,3264
330958,800.9,596.1
330964,2200,1251
330965,2011,506.4
330967,4011,5656
330969,1012,1431
330970,4937,6364
330971,2556,1659
330974,8446,8410
330975,3757,7613
330977,2246,2351
330978,2556,2784
330983,3308,8946
330984,1411,1780
330985,3275,2974
330988,2317,2631
330989,3613,6832
330990,3613,3260
330991,1853,6565
330992,957.5,1019
330999,2606,941.8
331000,874.1,1480
331004,2701,1959
331005,2317,1303
331011,1682,1169
331014,2701,2856
331020,2874,1792
331022,1084,1841
331024,1404,1867
331027,683.4,458.7
331031,3435,1662
331035,4937,1.197e+04
331037,1480,1963
331041,2372,1816
331043,1682,2375
331052,1404,1576
331054,4234,1700
331059,1084,708.6
331063,2701,2768
331066,6284,8680
331068,8080,9620
331082,3757,5078
331085,1603,1513
331086,900.1,602.4
331092,957.5,487.5
331096,2011,3155
331101,3275,3127
331106,1670,2189
331109,2606,1498
331115,3308,3446
331116,1947,6027
331117,1093,444.5
331121,5179,4926
331129,8446,6066
331139,2643,8918
331140,1682,1793
331141,1797,2256
331144,1288,2011
331146,2011,1731
331148,957.5,771.4
331153,6089,5462
331159,929.9,2100
331162,1514,2577
331165,1093,486.7
331166,1318,1906
331167,2011,1798
331169,6759,1.24e+04
331170,1288,1761
331171,1002,1889
331173,7350,6859
331178,4822,1265
331181,1801,2832
331189,1121,1670
331194,683.4,862.6
331197,2318,4308
331199,1591,2025
331200,1344,2601
331201,1797,2820
331202,1078,5214
331206,1591,1664
331210,1943,2513
331212,1093,749.6
331213,9337,6675
331216,1288,2176
331221,957.5,1459
331226,5483,8481
331229,1760,1647
331233,2701,2148
331234,1891,1155
331235,1797,2005
331237,1179,2452
331239,1863,1348
331240,6089,2691
331244,2643,3626
331247,2556,8308
331248,3613,2872
331255,2762,2096
331257,1603,4221
331259,1644,2869
331260,1342,2496
331261,9337,1.314e+04
331263,1002,712.7
331266,5319,6350
331268,957.5,602.7
331272,1411,2829
331276,829.1,937.6
331277,3760,4355
331279,961.4,574.5
331281,2246,5029
331286,1238,1019
331289,3106,2120
331295,1201,1186
331296,2887,2595
331297,3106,5273
331299,1455,654.2
331304,3555,1666
331306,706.8,326.1
331309,800.9,914.1
331312,4011,2626
331317,4011,7282
331318,3011,1533
331321,4443,4600
331323,1797,2049
331324,1523,984.3
331332,2200,3010
331334,1603,435
331335,4804,3717
331339,1238,834.4
331344,2224,2034
331352,5589,3576
331353,5483,5148
331354,923.4,1463
331359,1179,1576
331363,2169,2175
331368,2011,3000
331373,1863,4762
331374,3760,3815
331375,2896,1627
331376,1725,842.7
331380,1288,1741
331386,2011,1354
331387,1853,786.1
331388,961.4,818.7
331396,2556,4277
331408,4203,4014
331410,3613,3401
331413,1411,3476
331415,1179,1197
331420,1249,1408
331421,2372,1787
331423,1853,1039
331431,2643,2095
331437,2011,2914
331438,7276,4993
331446,1682,1890
331447,795.9,972.8
331454,4011,3792
331455,1514,2756
331456,4804,7839
331457,4134,5541
331461,1411,748.8
331464,2748,652.5
331465,1404,1809
331466,4822,6692
331470,1559,514
331477,2099,1689
331479,3011,1255
331485,1455,1379
331487,1321,1198
331489,3760,4211
331490,1455,1038
331498,1249,508.4
331502,2748,1995
331504,3255,3582
331507,1411,1583
331516,3760,3938
331517,2606,7343
331521,1891,1162
331526,3308,1557
331527,2099,2058
331528,7276,8101
331530,1419,1338
331537,2901,3171
331538,1344,686.5
331539,961.4,368.9
331544,3011,1792
331545,2011,1715
331546,3760,1887
331551,4470,4529
331554,1797,904.5
331556,3106,2100
331557,2556,539.9
331558,2200,1878
331559,8446,8786
331561,3555,4280
331564,1505,834.4
331574,2556,2556
331575,3760,4077
331579,3760,4330
331588,1.319e+04,1.052e+04
331589,4263,2643
331590,1670,999.9
331591,3255,3514
331593,3613,5225
331597,1262,1.022e+04
331598,1179,1098
331601,1318,599.7
331607,2748,1368
331612,4011,6623
331613,876,670.6
331614,7276,8159
331619,1093,872.5
331627,3011,3636
331632,7821,710
331635,1445,1312
331636,1179,656.5
331640,1249,594.4
331649,4804,5354
331650,1455,1423
331652,1591,783.5
331654,1682,1882
331657,1853,1888
331659,3885,3637
331660,3909,4942
331661,1288,1160
331668,4828,7009
331670,1262,813.1
331673,1523,1964
331674,2318,701.5
331675,7680,8734
331677,4443,7021
331680,1591,4646
331684,1401,2299
331685,2349,1869
331686,1455,1834
331687,1655,1051
331688,2748,5298
331690,2372,386.2
331694,1201,2029
331700,1404,1053
331704,829.1,728.4
331705,2011,2181
331707,8467,1.584e+04
331709,770.4,639.2
331716,2372,3246
331719,4004,3796
331722,3106,4207
331727,1342,1432
331728,2011,1542
331729,2296,2271
331734,4443,5106
331736,3757,1.464e+04
331749,957.5,330.1
331750,3308,3744
331751,1682,1794
331753,957.5,1500
331759,1819,3863
331761,1725,992.9
331763,1002,846.7
331764,1863,1140
331765,1943,5968
331772,8446,4784
331778,1853,2121
331783,4004,3258
331787,1682,3121
331793,1455,2012
331794,2748,2146
331795,706.5,1021
331797,1591,2963
331799,800.9,1359
331803,2251,1407
331805,2701,3675
331814,2643,2754
331817,829.1,522.2
331818,1557,1309
331820,2099,1561
331824,2011,2257
331825,4443,2882
331828,1002,1178
331830,6284,9537
331832,2011,1783
331833,4234,4656
331842,1404,1974
331844,3760,1409
331847,1411,1838
331852,5589,4368
331857,2011,3842
331864,1559,895.3
331865,2887,3948
331869,2372,1173
331874,900.1,1337
331881,1514,948.2
331882,2701,4026
331884,1411,1335
331896,2099,4128
331902,1093,480.1
331905,795.9,715.5
331906,1591,1324
331915,2372,1635
331916,6089,5696
331918,1682,1599
331926,1165,645.9
331930,6089,4083
331936,874.1,1182
331946,4234,2865
331947,1249,1530
331950,6284,1821
331954,1342,2131
331958,961.4,696.5
331960,6089,9866
331961,1557,2494
331962,2556,2698
331964,2246,2301
331965,4937,4561
331970,5589,3544
331971,1725,3918
331972,2556,1902
331973,1603,1343
331974,1523,1869
331978,5589,6642
331979,1947,5486
331980,1165,1422
331982,2011,2849
331985,1480,932.4
331986,957.5,495
331988,5057,3530
331990,2246,2030
331993,2099,1140
331994,2701,3259
332004,1557,1166
332007,1761,3126
332008,4263,7316
332011,1318,793.6
332012,3308,2089
332013,1455,725.1
332014,2246,960.3
332022,3555,4704
332024,1002,1148
332032,2606,1898
332036,2011,1960
332038,929.9,832.5
332039,5319,3561
332040,2246,2615
332043,1411,1428
332045,2099,1619
332047,1670,1133
332049,5667,8059
332052,1318,891.2
332053,1318,3041
332056,3106,2724
332060,1201,1850
332067,800.9,371.5
332068,2372,1968
332069,1307,844.9
332072,899.6,2271
332074,2701,2865
332075,6284,7329
332078,2318,1417
332079,4115,2212
332080,2556,2528
332081,5589,3925
332095,2556,3833
332097,800.9,883.9
332098,1523,2348
332101,1682,3118
332108,2372,1121
332109,4011,3461
332111,2246,1498
332115,3308,5556
332116,1288,798.9
332118,3106,3416
332121,3760,3772
332128,1559,1204
332132,1404,755.5
332135,1046,664.6
332136,3275,1.071e+04
332141,1411,1198
332143,1455,2032
332145,4011,1744
332147,2556,3099
332151,1655,1605
332152,4263,7888
332155,2296,3398
332156,2606,1341
332159,706.5,1250
332160,5179,4640
332165,2372,2570
332171,2748,3449
332176,1695,2414
332179,1262,1063
332186,706.5,704.1
332187,5564,5004
332188,1002,1010
332197,2318,4585
332199,3760,4409
332202,1002,809.1
332204,1342,767
332211,3011,5047
332213,4777,4919
332218,1002,1079
332219,899.6,2047
332222,1591,2023
332223,822.8,1436
332224,1523,1308
332225,2556,1382
332231,4011,1831
332239,1505,2606
332240,2815,3851
332241,5319,5924
332242,1404,945.8
332249,2748,2926
332251,1318,4714
332257,4804,9586
332259,1455,1120
332266,2556,2153
332268,3435,2469
332274,3255,3353
332277,4777,7361
332281,3255,3564
332284,1.319e+04,1.847e+04
332286,1947,2937
332287,1179,1417
332290,5319,3583
332291,2011,9243
332299,3435,2086
332302,4804,5306
332303,1411,3545
332308,3435,3294
332318,3760,1673
332320,795.9,604.1
332329,1682,1590
332330,3909,3256
332331,1557,735.2
332333,2099,1818
332334,2887,988.8
332337,8467,7823
332341,4011,3939
332343,2296,1371
332345,3435,9630
332350,1084,583
332351,1.097e+04,1.007e+04
332353,3435,1.254e+04
332365,1084,1878
332367,1947,726.8
332368,7350,5735
332369,2251,1674
332371,3555,4687
332373,2556,4427
332375,4234,1.04e+04
332376,2556,6283
332377,1135,676.6
332384,1288,1302
332387,6089,5006
332389,1191,2080
332390,1084,1030
332393,1342,1029
332394,829.1,664.2
332402,1093,994.6
332403,4234,4011
332404,4937,3949
332408,3129,7003
332409,1670,902.8
332411,4470,5218
332418,1603,3164
332422,4804,6367
332425,4011,3236
332427,1002,1631
332431,2372,2083
332433,2372,2350
332435,1578,2193
332437,780.1,405.7
332438,1801,2398
332451,7106,9105
332454,1670,798.4
332460,1342,2011
332463,2011,4175
332467,2878,3137
332471,3011,4257
332475,1411,814.9
332476,1.319e+04,1.324e+04
332485,3275,5881
332486,1002,487.4
332488,1404,998.3
332489,1179,762.6
332491,3435,3702
332492,957.5,988.7
332501,2011,2426
332507,1523,1785
332508,3760,1901
332509,929.9,983.4
332510,1288,865.2
332513,7680,6723
332514,2011,4485
332518,1906,1800
332521,2556,2228
332522,1093,658.7
332523,1262,959.8
332526,1249,660
332527,874.1,952.3
332532,1603,4602
332534,1318,1768
332537,6284,2312
332541,899.6,2645
332543,1655,3024
332544,795.9,885.4
332546,2011,913.8
332550,1.31e+04,1.398e+04
332554,1682,3018
332558,1321,550
332559,2959,2142
332561,5319,6498
332565,3106,1945
332568,2643,2900
332569,3308,1290
332572,4777,6793
332573,4263,5339
332578,2740,1695
332580,3757,3856
332583,3129,1802
332590,4777,3662
332591,3757,4269
332599,4263,4911
332606,2462,1540
332610,2011,337.8
332613,1249,2262
332627,829.1,549.5
332629,7485,7605
332633,2130,1540
332636,1662,621.1
332638,3909,2204
332640,1288,967.3
332644,2762,2039
332645,6284,1.247e+04
332649,716.2,340
332653,716.2,611
332663,1591,1110
332666,1725,2220
332667,1135,955.3
332670,1947,860.6
332672,3275,6643
332674,2099,1189
332675,2740,2747
332681,2556,1196
332682,2606,1538
332683,1603,573.6
332684,2246,4446
332692,1947,3096
332694,5667,1.184e+04
332695,1801,1355
332698,1419,1493
332700,5813,5538
332706,1249,2187
332708,7276,1.035e+04
332709,1262,1443
332710,2296,2024
332716,1853,1721
332722,5319,4634
332724,1559,1781
332729,2748,4811
332733,2200,3340
332734,3507,1488
332735,2318,896.3
332737,1682,1027
332740,1121,537.2
332744,1262,803
332748,1411,1830
332753,2372,2138
332754,4777,6024
332755,3435,8056
332756,1411,2252
332757,1906,959.5
332762,1682,1818
332763,6759,6461
332768,2126,1289
332769,1480,1257
332775,3255,1960
332782,1695,1997
332784,4937,8806
332785,2556,2173
332790,1853,1849
332792,2246,2368
332793,2748,2867
332806,2011,1395
332807,899.6,1453
332809,4234,3361
332810,1591,3840
332819,1135,3206
332823,1030,1121
332824,4470,4075
332825,3129,1974
332826,4822,4607
332827,2748,3282
332828,2815,3775
332830,2349,1527
332831,3507,3770
332832,4804,3965
332835,1.02e+04,8484
332839,1455,3686
332851,3308,4462
332852,1682,854.3
332854,1002,1591
332858,1262,1378
332861,1093,424.4
332862,7276,1.597e+04
332864,2372,1827
332865,2099,1105
332866,1947,2750
332867,1603,1790
332868,1084,1351
332870,2372,2754
332873,1557,3209
332879,2884,2803
332884,5813,7922
332885,2815,3422
332886,1947,732.6
332887,8446,9793
332888,3463,7363
332891,1853,2020
332896,5319,4025
332898,1761,1408
332900,3106,1605
332901,1784,1950
332908,1906,617.9
332909,2099,2121
332917,2011,4052
332920,4234,7517
332921,1514,2221
332924,1078,8075
332928,795.9,679.3
332931,1404,465.5
332936,5589,4491
332944,1262,2271
332947,1093,1032
332952,1288,883.4
332953,2099,1333
332955,3435,4858
332956,1045,890.6
332963,4263,7298
332964,5667,7122
332967,1419,1995
332971,5589,7298
332973,3435,1320
332974,2556,1054
332979,4263,4024
332981,2815,7012
332985,819,625
332987,800.9,1682
332988,1455,582.2
332989,1523,569.5
332990,2011,2956
332991,5589,7674
332992,1201,808.3
332993,1078,1423
332995,3757,3200
332997,1238,696.5
332999,3435,4391
333003,1906,3386
333009,6284,7065
333010,3435,3580
333013,3435,7967
333019,5667,6072
333026,2701,1899
333027,2643,1849
333032,5667,5750
333033,4011,3914
333040,3106,1344
333041,1603,997
333043,3435,2649
333045,876,1411
